Rank	Hole Cards	Overall	WinHi %	TieHi %	WinLo %	TieLo %	Occur %	Cumul %
7140	Ax Kx 8x 6-	9.551	9.958	2.6189	2.4029	2.4629	0.0044	43.3156
7141	K- K- Q- 3-	9.5498	11.1396	1.147	0.0	0.0	0.0044	43.32
7142	7x 6x 4x 2x	9.5494	6.0787	2.4392	7.2943	7.0	0.0014	43.3215
7143	Kx 7x 4- 2x	9.5494	6.9128	1.3955	6.2258	6.0935	0.0044	43.3259
7144	Kx Tx 5- 2x	9.5485	7.8859	2.3553	4.0526	4.2915	0.0044	43.3303
7145	Qx T- T- 3x	9.5482	11.7057	1.5209	0.0	0.0	0.0044	43.3348
7146	Kx 7- 4x 3-	9.5479	8.1535	1.759	5.0334	5.329	0.0088	43.3436
7147	8x 6x 4x 2-	9.5475	6.13	2.3786	7.1697	6.9107	0.0044	43.348
7148	Jx T- 5- 2x	9.5465	7.607	3.1985	4.093	4.2552	0.0088	43.3569
7149	Jx J- 9- 7x	9.546	12.0443	1.8556	0.0	0.0	0.0088	43.3658
7150	Qx 9x 9y 7y	9.5452	12.7547	1.3283	0.0	0.0	0.0044	43.3702
7151	Jx 6- 4x 3-	9.5449	6.8263	2.0135	6.2349	6.3406	0.0088	43.379
7152	J- 4- 2- 2-	9.5443	5.217	0.4685	9.2667	5.5532	0.0044	43.3835
7153	Kx Q- Tx 4-	9.5433	10.8947	3.4701	0.0	0.0	0.0088	43.3923
7154	Qx 8y 4y 3x	9.543	7.9679	1.6099	4.9112	5.1415	0.0044	43.3968
7155	Qx J- T- 4x	9.5422	10.6287	4.2348	0.0	0.0	0.0088	43.4056
7156	A- Kx Jx 8-	9.5418	11.3077	3.138	0.0223	0.02	0.0088	43.4145
7157	Q- Jx 5- 2x	9.541	7.5427	2.7961	4.0698	4.2814	0.0088	43.4234
7158	A- K- 8x 5x	9.5395	7.4391	2.4714	4.6706	4.7053	0.0088	43.4322
7159	8x 7x 3- 2x	9.539	5.2538	1.7952	7.8756	7.5794	0.0044	43.4367
7160	Ax K- Qx 8x	9.5381	11.1167	2.7831	0.0196	0.0205	0.0044	43.4411
7161	Tx 4x 3x 3-	9.538	7.0547	0.6787	7.2556	4.7119	0.0044	43.4455
7162	Ax 9x 8y 7y	9.5378	12.8033	2.9886	0.5218	0.5343	0.0044	43.4499
7163	8x 6x 4x 2x	9.5371	6.1093	2.3249	7.1523	6.8919	0.0014	43.4514
7164	A- Q- 7x 5x	9.5368	7.2171	2.7697	4.9355	4.9138	0.0088	43.4603
7165	K- J- 4- 2-	9.5349	5.2417	2.3298	6.2788	6.1636	0.0088	43.4692
7166	Qx Jx T- 4-	9.5339	10.6643	4.2828	0.0	0.0	0.0088	43.478
7167	Tx T- 9x 8-	9.5322	12.1249	2.353	0.0	0.0	0.0088	43.4869
7168	8x 6x 4- 2x	9.5316	6.1294	2.3384	7.2068	6.8502	0.0044	43.4913
7169	Qx Jy 8y 7x	9.531	11.7589	3.7213	4.0E-4	0.0020	0.0044	43.4958
7170	Ax Qx 6x 6-	9.5289	10.2688	1.0862	3.1058	1.8634	0.0044	43.5002
7171	7x 6- 4x 2x	9.5282	6.1173	2.4319	7.2617	6.9812	0.0044	43.5046
7172	Ax Kx Qx 7-	9.5279	10.8347	2.6956	0.5181	0.5407	0.0044	43.5091
7173	Ax Tx 6x 6-	9.5279	10.3194	1.2051	3.1087	1.9124	0.0044	43.5135
7174	Kx 7- 4- 3x	9.5276	8.1474	1.7448	5.0383	5.3085	0.0088	43.5224
7175	Kx Qx T- 3-	9.5271	10.8552	3.4309	0.0	0.0	0.0088	43.5312
7176	6x 5x 5- 2x	9.527	7.7789	1.2818	6.6817	4.2836	0.0044	43.5357
7177	Kx Q- Jx 7x	9.5265	10.6922	3.4732	0.0	0.0	0.0044	43.5401
7178	Kx Jx 5x 3-	9.5264	8.5503	2.748	3.3302	3.7018	0.0044	43.5445
7179	Qx J- Tx 4-	9.5231	10.6498	4.2925	0.0	0.0	0.0088	43.5534
7180	7x 6x 4x 2-	9.5222	6.048	2.4267	7.2792	6.9849	0.0044	43.5578
7181	Kx Tx 5- 4-	9.5221	9.3611	3.0824	2.6135	3.1872	0.0088	43.5667
7182	Ax J- 9x 7-	9.522	11.6567	3.2061	0.5104	0.5297	0.0088	43.5755
7183	Kx 6x 5x 2-	9.5215	7.7895	2.0183	5.3445	5.2658	0.0044	43.58
7184	Jx T- 5x 2x	9.5212	7.5026	3.1916	4.0596	4.3134	0.0044	43.5844
7185	Qx Q- 9x 6x	9.5205	12.0675	1.2792	0.0	0.0	0.0044	43.5888
7186	Q- Tx T- 7x	9.5201	11.5369	1.8644	0.0	0.0	0.0088	43.5977
7187	7x 6x 4- 2x	9.52	6.0602	2.4355	7.2974	6.9079	0.0044	43.6021
7188	Jx 9x 4x 2x	9.5195	6.1413	1.9474	6.1266	6.2693	0.0014	43.6036
7189	K- Q- T- 9-	9.5191	9.5167	4.8237	0.0	0.0	0.0088	43.6124
7190	Qx Jy 9y 5x	9.519	11.5224	3.3752	0.0	0.0	0.0044	43.6169
7191	Q- 7x 3- 2x	9.5188	4.397	0.9325	8.5238	8.1081	0.0088	43.6257
7192	Qx T- 5x 2x	9.5187	7.5566	2.7477	4.0626	4.3131	0.0044	43.6302
7193	Jx Jy 8x 3y	9.5186	12.215	0.644	0.0116	0.01	0.0044	43.6346
7194	Qx T- 5- 3x	9.5181	8.3822	3.181	3.2986	3.6945	0.0088	43.6435
7195	Kx K- 7x 2x	9.518	11.8009	0.0995	0.3637	0.4055	0.0044	43.6479
7196	Kx Q- 5x 4x	9.5178	9.0515	3.0429	2.5942	3.1788	0.0044	43.6524
7197	Qx Tx 5- 3-	9.517	8.4611	3.121	3.323	3.691	0.0088	43.6612
7198	Tx T- 5x 3-	9.5169	8.9683	1.0186	3.3175	3.7173	0.0088	43.6701
7199	Kx Qy 7y 5x	9.5155	12.1911	2.8561	0.1173	0.1448	0.0044	43.6745
7200	9- 4x 4- 2x	9.5155	5.9083	0.5367	8.5331	5.0782	0.0088	43.6834
7201	Jx Tx T- 5x	9.5154	11.631	1.8698	0.0	0.0	0.0044	43.6878
7202	7x 4x 4- 3x	9.5151	7.1754	1.0372	7.2336	4.6683	0.0044	43.6922
7203	Kx Tx T- 2-	9.5144	11.9833	1.1786	0.0	0.0	0.0088	43.7011
7204	K- K- T- 4-	9.5141	11.137	1.1315	0.0	0.0	0.0044	43.7055
7205	J- J- Tx 2x	9.514	11.6046	1.8847	0.0	0.0	0.0044	43.7099
7206	A- Q- Tx 9x	9.5125	10.5612	4.2575	0.0	0.0	0.0088	43.7188
7207	Jx Tx T- 6x	9.5113	11.6531	1.872	0.0	0.0	0.0044	43.7232
7208	K- Jx J- 6x	9.5111	11.4695	1.1737	0.0	0.0	0.0088	43.7321
7209	Jx J- 9x 7-	9.511	12.0972	1.8523	0.0	0.0	0.0088	43.7409
7210	8x 7x 3x 2-	9.5105	5.1467	1.8241	7.9867	7.4772	0.0044	43.7454
7211	Kx Qy 9x 2y	9.51	11.8156	2.3149	0.0	0.0	0.0044	43.7498
7212	Ax Qx Tx 8x	9.5098	10.7825	3.8376	0.0281	0.0247	0.0014	43.7513
7213	Qx 6y 5y 3x	9.5088	8.7837	2.3557	4.318	4.6659	0.0044	43.7557
7214	Jx 6- 4- 3x	9.5086	6.7858	2.0154	6.1823	6.3676	0.0088	43.7646
7215	Jx Tx T- 4x	9.5085	11.649	1.8356	0.0	0.0	0.0044	43.769
7216	K- 8x 3- 2x	9.5083	4.7064	0.844	8.1447	7.8307	0.0088	43.7779
7217	A- 8x 6- 5x	9.5076	7.294	2.6772	6.0661	5.865	0.0088	43.7867
7218	Q- T- 4x 3x	9.5075	6.3576	2.9659	5.0629	5.3752	0.0088	43.7956
7219	A- A- T- 7-	9.5073	11.769	1.3663	1.2005	0.7972	0.0044	43.8
7220	A- Qx Jx 8-	9.5072	10.8461	3.5065	0.0198	0.0227	0.0088	43.8089
7221	A- A- 8x 7x	9.5071	12.3324	1.3593	1.2379	0.7906	0.0044	43.8133
7222	Ax 7x 7- 6x	9.507	11.2951	1.2089	2.6558	2.5917	0.0044	43.8178
7223	J- J- Tx 3x	9.5058	11.6067	1.8509	0.0	0.0	0.0044	43.8222
7224	Qx J- Tx 2-	9.5056	10.6079	4.2672	0.0	0.0	0.0088	43.8311
7225	7- 4- 2- 2-	9.5056	5.3871	0.9174	9.1781	5.46	0.0044	43.8355
7226	K- 6x 4- 2x	9.5042	5.3638	1.7286	7.5297	7.1757	0.0088	43.8444
7227	Qx 8y 4x 3y	9.5033	7.9379	1.6399	4.8212	5.2199	0.0044	43.8488
7228	Kx 9x 4x 2x	9.5025	6.2559	1.1573	6.2586	6.1423	0.0014	43.8503
7229	Qx Tx 9y 6y	9.5022	11.5136	3.8746	0.0	0.0	0.0044	43.8547
7230	Q- 7x 3x 2-	9.5021	4.4168	0.936	8.4853	8.0599	0.0088	43.8636
7231	Qx T- T- 2x	9.5011	11.6316	1.5339	0.0	0.0	0.0044	43.868
7232	Kx Ty 6y 3x	9.501	10.545	2.6413	1.5814	1.7135	0.0044	43.8725
7233	Qx 9- 4x 3-	9.5009	7.2274	1.861	5.0296	5.4235	0.0088	43.8813
7234	Q- Jx 5x 2-	9.5005	7.5237	2.7983	4.0594	4.2608	0.0088	43.8902
7235	Tx 7y 4x 2y	9.5004	6.7145	1.8672	6.1408	6.2341	0.0044	43.8946
7236	7x 6x 4y 3y	9.5	7.3933	2.8711	5.8786	6.22	0.0044	43.8991
7237	Jx T- T- 3x	9.4999	11.5975	1.8876	0.0	0.0	0.0044	43.9035
7238	6x 5x 5- 2-	9.4992	7.7107	1.3225	6.707	4.3497	0.0088	43.9124
7239	Qx Jx 9y 7y	9.4989	11.4453	3.7903	0.0	0.0	0.0044	43.9168
7240	Kx T- 9- 7x	9.4988	11.3559	4.0215	0.0	0.0	0.0088	43.9257
7241	Ax 7x 6x 6-	9.4981	10.9656	1.176	3.2317	2.0391	0.0044	43.9301
7242	Qx J- T- 3x	9.498	10.5016	4.2684	0.0	0.0	0.0088	43.939
7243	K- K- J- 2-	9.4969	11.0405	1.1477	0.0	0.0	0.0044	43.9434
7244	K- K- T- 3-	9.4967	11.0784	1.1316	0.0	0.0	0.0044	43.9478
7245	Qx J- 5x 3x	9.4966	8.1998	3.1691	3.3161	3.7303	0.0044	43.9523
7246	Ax Kx Tx 9x	9.4966	10.902	3.6986	0.0	0.0	0.0014	43.9537
7247	6- 6- 4- 3-	9.4965	7.2297	1.5006	6.6827	5.9607	0.0044	43.9582
7248	K- 6- 4x 2x	9.4962	5.3279	1.7363	7.5586	7.2106	0.0088	43.967
7249	7x 6y 4y 3x	9.4947	7.3543	2.8162	5.9888	6.165	0.0044	43.9715
7250	A- Kx Q- 8x	9.4943	11.1114	2.8503	0.0217	0.0215	0.0088	43.9803
7251	8x 4x 4y 3y	9.4938	7.3756	0.814	6.9477	4.4585	0.0044	43.9848
7252	7x 6x 4- 2-	9.4938	6.0621	2.4482	7.2554	6.9904	0.0088	43.9936
7253	Ax Kx Jx 8-	9.4933	11.2106	3.0678	0.0224	0.0202	0.0044	43.9981
7254	Qx Tx T- 2-	9.4932	11.722	1.5366	0.0	0.0	0.0088	44.0069
7255	Qx 6x 4x 3x	9.493	6.684	1.9917	6.1857	6.3648	0.0014	44.0084
7256	Kx Ty 6y 4x	9.4926	10.9063	3.0063	1.183	1.3398	0.0044	44.0128
7257	Ax Kx Q- 8x	9.4924	11.0583	2.7732	0.0185	0.0236	0.0044	44.0173
7258	T- 6x 4x 2x	9.4918	5.3923	1.8316	7.5262	7.1606	0.0044	44.0217
7259	Kx 5x 5- 3-	9.4917	9.5598	0.9373	4.7004	3.1492	0.0088	44.0306
7260	Qx 9y 5x 2y	9.4914	8.4051	1.8643	4.0476	4.2567	0.0044	44.035
7261	Tx Ty 8x 6y	9.4913	12.2454	1.7983	0.0013	0.0015	0.0044	44.0395
7262	Ax Tx 8x 6x	9.491	9.5134	3.2824	2.4336	2.3973	0.0014	44.0409
7263	Kx Qx J- 7x	9.4907	10.6095	3.5573	0.0	0.0	0.0044	44.0454
7264	K- Jx J- 3x	9.4905	11.4345	1.1489	0.0	0.0	0.0088	44.0542
7265	A- 8- 8- 4-	9.4901	7.2553	0.6275	6.5886	6.3155	0.0044	44.0587
7266	Kx Ty 6x 2y	9.4891	10.1159	2.3154	1.9603	2.1143	0.0044	44.0631
7267	T- 4- 2- 2-	9.4887	5.1421	0.4588	9.2714	5.5674	0.0044	44.0675
7268	K- K- Q- 4-	9.4879	11.0821	1.1689	0.0	0.0	0.0044	44.072
7269	Qx J- Tx 3-	9.487	10.596	4.2478	0.0	0.0	0.0088	44.0808
7270	Kx Jx 5- 3x	9.4869	8.4626	2.7783	3.3259	3.6906	0.0044	44.0852
7271	Kx Ty 7y 6x	9.4856	11.9964	3.6403	0.0536	0.1054	0.0044	44.0897
7272	Kx Jy 9y 3x	9.4849	11.6539	2.7465	0.0	0.0	0.0044	44.0941
7273	A- K- Qx 9x	9.4848	10.7134	3.0168	0.0	0.0	0.0088	44.103
7274	8x 6- 4x 2x	9.4843	6.0706	2.3746	7.1938	6.8877	0.0044	44.1074
7275	Kx J- 9- 8x	9.4837	11.2686	3.9093	0.0	0.0	0.0088	44.1162
7276	K- Qx J- 7x	9.4833	10.4736	3.5355	0.0	0.0	0.0088	44.1251
7277	Kx 9x 5y 2y	9.4829	8.6728	1.5448	4.0837	4.3346	0.0044	44.1295
7278	Kx Q- Tx 3-	9.4823	10.8143	3.4286	0.0	0.0	0.0088	44.1384
7279	Kx 9- 4x 3x	9.4823	7.2331	1.5477	5.1036	5.3831	0.0044	44.1428
7280	A- J- Tx 8x	9.4819	10.4641	4.318	0.0204	0.0216	0.0088	44.1517
7281	Jx Jy 7x 4y	9.4816	12.2588	0.9032	0.1889	0.2085	0.0044	44.1561
7282	9x 9- 5x 2-	9.4807	8.377	0.8394	4.0734	4.2545	0.0088	44.165
7283	Kx T- T- 2x	9.4795	11.823	1.1862	0.0	0.0	0.0044	44.1694
7284	J- Tx 9- 8x	9.4794	10.7884	5.1486	0.0	0.0	0.0088	44.1783
7285	K- Qx T- 6x	9.4787	10.4485	3.7332	0.0	0.0	0.0088	44.1872
7286	Ax Kx 9x 6-	9.4779	9.6465	2.2228	2.4338	2.4963	0.0044	44.1916
7287	Kx Qy 6x 6y	9.4765	13.0851	1.4978	0.0	0.0	0.0044	44.196
7288	Qx Jx Tx 7-	9.4765	10.6633	4.4611	0.0	0.0	0.0044	44.2005
7289	Qx Jx T- 3-	9.4763	10.6506	4.1863	0.0	0.0	0.0088	44.2093
7290	Ax Qx 9- 8-	9.4762	11.8783	3.2227	0.0233	0.0204	0.0088	44.2182
7291	Ax Jx 9- 7-	9.4754	11.5901	3.1964	0.5154	0.5146	0.0088	44.2271
7292	Qx 6y 5x 3y	9.4751	8.692	2.3059	4.3204	4.7209	0.0044	44.2315
7293	Kx Qx T- 4-	9.4743	10.8252	3.4355	0.0	0.0	0.0088	44.2404
7294	Q- Jx 5x 2x	9.4741	7.4265	2.836	4.0844	4.2451	0.0044	44.2448
7295	Qx 9y 5y 2x	9.4741	8.3707	1.8385	4.0676	4.295	0.0044	44.2492
7296	Kx Qx T- 2-	9.4739	10.7932	3.4264	0.0	0.0	0.0088	44.2581
7297	Kx J- 9x 8-	9.4734	11.3841	3.9183	0.0	0.0	0.0088	44.267
7298	8x 7- 3x 2x	9.4712	5.1695	1.7963	7.8904	7.5986	0.0044	44.2714
7299	J- 7- 3x 2x	9.47	4.3258	1.1406	8.4715	8.0756	0.0088	44.2803
7300	9x 9- 5x 2x	9.4693	8.3677	0.8536	4.0635	4.2567	0.0044	44.2847
7301	Jx 6x 4x 3-	9.469	6.6711	2.0151	6.2375	6.3775	0.0044	44.2891
7302	Qx J- T- 2x	9.4686	10.4725	4.2494	0.0	0.0	0.0088	44.298
7303	A- Kx 9x 6-	9.4683	9.7282	2.2513	2.3987	2.5002	0.0088	44.3069
7304	Kx Jy 7y 6x	9.4677	12.0213	3.2972	0.0557	0.1	0.0044	44.3113
7305	Qx 9- 4- 3x	9.466	7.1874	1.8676	5.0513	5.399	0.0088	44.3201
7306	Q- 6x 4x 2x	9.4656	5.3909	1.6888	7.455	7.16	0.0044	44.3246
7307	Kx Q- Tx 2-	9.4651	10.7662	3.4315	0.0	0.0	0.0088	44.3334
7308	Kx Qx Tx 7-	9.465	10.7476	3.8349	0.0	0.0	0.0044	44.3379
7309	7x 4x 3x 3-	9.465	7.0469	1.0649	7.2757	4.6578	0.0044	44.3423
7310	7x 7y 4x 3y	9.4633	8.7781	1.2834	4.9399	5.045	0.0044	44.3467
7311	Jx Jy 8x 2y	9.463	12.1379	0.6397	0.0176	0.0142	0.0044	44.3512
7312	Qx 5x 5y 3y	9.463	9.4107	0.931	4.7474	3.1755	0.0044	44.3556
7313	Kx Ty 6x 4y	9.4629	10.8871	3.0359	1.1629	1.3613	0.0044	44.36
7314	Kx Jx 9- 8-	9.4627	11.357	3.9098	0.0	0.0	0.0088	44.3689
7315	Ax Tx 9x 6x	9.4626	9.4082	3.201	2.46	2.5249	0.0014	44.3703
7316	Kx Jy 9y 4x	9.4625	11.6416	2.7554	0.0	0.0	0.0044	44.3748
7317	Qx 6x 5y 3y	9.4624	8.6839	2.3992	4.3112	4.7313	0.0044	44.3792
7318	K- K- Q- 2-	9.4624	11.0032	1.1225	0.0	0.0	0.0044	44.3836
7319	7- 6x 4x 2x	9.462	5.9974	2.4286	7.2863	6.9844	0.0044	44.3881
7320	A- Qx Jx 9x	9.4614	10.737	3.7298	0.0	0.0	0.0044	44.3925
7321	Kx Q- Tx 6x	9.4613	10.5917	3.7031	0.0	0.0	0.0044	44.3969
7322	9- 6x 4x 2-	9.4611	5.3893	2.0408	7.5668	7.1984	0.0088	44.4058
7323	Kx Ty 6x 3y	9.461	10.4762	2.6278	1.574	1.7267	0.0044	44.4102
7324	Q- 6x 4x 2-	9.461	5.3283	1.6833	7.5405	7.2321	0.0088	44.4191
7325	Qx Tx 5- 2x	9.4599	7.5731	2.7666	4.0573	4.3131	0.0044	44.4235
7326	K- Qx Jx 7-	9.4597	10.5355	3.5171	0.0	0.0	0.0088	44.4324
7327	A- Jx Tx 8x	9.4597	10.5292	4.2745	0.023	0.0225	0.0044	44.4368
7328	A- Kx 8x 6-	9.4596	9.9597	2.6093	2.4065	2.4726	0.0088	44.4457
7329	9x 9- 5- 2x	9.4593	8.345	0.8404	4.075	4.2523	0.0088	44.4546
7330	Kx Ty 9x 5y	9.4592	11.6387	3.1625	0.0	0.0	0.0044	44.459
7331	8x 6x 4- 2-	9.459	6.0182	2.3963	7.1825	6.8896	0.0088	44.4679
7332	Qx Tx 5x 2-	9.4579	7.5982	2.7868	4.0714	4.2613	0.0044	44.4723
7333	Tx T- 5x 3x	9.4564	8.8962	1.004	3.2882	3.7069	0.0044	44.4767
7334	Kx T- 5x 3x	9.456	8.3702	2.7307	3.3285	3.6882	0.0044	44.4811
7335	7x 4x 4- 3-	9.4559	7.0738	1.0699	7.2641	4.6219	0.0088	44.49
7336	Kx Ty 9y 4x	9.4557	11.5987	3.1661	0.0	0.0	0.0044	44.4944
7337	Jx Tx 8y 7y	9.4547	11.3943	4.5285	4.0E-4	0.0015	0.0044	44.4989
7338	8x 7- 3- 2x	9.4541	5.0496	1.8223	7.9388	7.6792	0.0088	44.5077
7339	Jx 7x 4y 2y	9.4539	6.7483	1.5279	6.183	6.1029	0.0044	44.5122
7340	Kx Ty 6y 2x	9.4538	10.1109	2.2586	1.9444	2.0987	0.0044	44.5166
7341	Qx 7y 4y 3x	9.4532	7.9181	1.6909	5.0869	5.373	0.0044	44.521
7342	A- Kx 9x 9-	9.4528	11.9955	1.1358	0.0	0.0	0.0088	44.5299
7343	K- Jx J- 2x	9.4525	11.3639	1.1444	0.0	0.0	0.0088	44.5388
7344	T- 8- 3- 2-	9.4523	4.2529	1.795	8.2094	7.8048	0.0088	44.5476
7345	Ax Jx 6x 6-	9.4504	10.1755	1.0599	3.1139	1.8975	0.0044	44.5521
7346	Qx 5x 2- 2-	9.4502	7.7483	0.5286	6.5264	4.0849	0.0044	44.5565
7347	K- T- T- 9-	9.45	11.0624	2.3369	0.0	0.0	0.0044	44.5609
7348	K- Q- Jx 8x	9.4497	10.2987	3.7345	0.0	0.0	0.0088	44.5698
7349	Q- 8- 3x 2x	9.4487	4.4097	1.0014	8.1821	7.8824	0.0088	44.5786
7350	T- T- 9x 8x	9.4484	11.8695	2.3815	0.0	0.0	0.0044	44.5831
7351	K- Qx Jx 8x	9.446	10.4382	3.6794	0.0	0.0	0.0044	44.5875
7352	8x 4- 4- 2x	9.4457	6.3176	0.7023	8.0527	4.8456	0.0044	44.5919
7353	J- Tx T- 6x	9.4444	11.4633	1.8811	0.0	0.0	0.0088	44.6008
7354	Qx Q- 7x 6-	9.4433	12.1241	1.4072	0.059	0.0983	0.0088	44.6096
7355	Ax K- 9- 7x	9.4432	11.3163	2.6925	0.5154	0.5303	0.0088	44.6185
7356	Jx T- 9x 8x	9.4419	10.8712	5.038	0.0	0.0	0.0044	44.623
7357	Qx 5- 2x 2-	9.4415	7.7358	0.5359	6.5145	4.0853	0.0088	44.6318
7358	Ax Kx 9x 9-	9.4413	11.872	1.107	0.0	0.0	0.0044	44.6362
7359	A- Kx 8- 6x	9.441	9.9637	2.6272	2.3542	2.4432	0.0088	44.6451
7360	A- 9- 8- 4-	9.4404	5.6259	2.1927	7.0664	6.6695	0.0088	44.654
7361	K- K- T- 2-	9.4403	10.979	1.1384	0.0	0.0	0.0044	44.6584
7362	Qx Q- 7- 6x	9.4403	12.1254	1.4201	0.0562	0.1015	0.0088	44.6673
7363	Jx J- 9x 7x	9.439	11.9588	1.856	0.0	0.0	0.0044	44.6717
7364	A- Kx Tx 7x	9.4389	10.5502	3.2509	0.5098	0.5161	0.0044	44.6761
7365	Ax Jx 8- 8-	9.4383	13.0964	1.5006	0.0358	0.0201	0.0044	44.6805
7366	J- 6x 4x 2x	9.4377	5.2901	1.6445	7.592	7.1774	0.0044	44.685
7367	Jx Tx 5x 2-	9.4377	7.5243	3.161	4.016	4.2694	0.0044	44.6894
7368	6- 5- 2- 2-	9.4369	6.1727	1.4236	8.194	5.0099	0.0044	44.6939
7369	Jx J- 8- 7x	9.4362	11.7663	1.8815	2.0E-4	7.0E-4	0.0088	44.7027
7370	Kx Ty 6y 5x	9.4359	11.2177	3.256	0.7718	1.0069	0.0044	44.7071
7371	7x 4- 4- 3x	9.4356	7.0707	1.0449	7.2328	4.6296	0.0044	44.7116
7372	9x 4x 4- 3x	9.4343	6.7994	0.747	7.3701	4.6689	0.0044	44.716
7373	Qx Jy 6x 2y	9.4337	9.9085	2.4433	1.9965	2.0775	0.0044	44.7205
7374	Kx Q- T- 2x	9.4323	10.635	3.3927	0.0	0.0	0.0088	44.7293
7375	Jx Tx 9- 8x	9.4312	10.8561	5.0646	0.0	0.0	0.0044	44.7338
7376	Jx J- 8x 7-	9.4299	11.7515	1.8998	5.0E-4	0.0010	0.0088	44.7426
7377	K- Q- Tx 8x	9.4295	10.2156	4.1747	0.0	0.0	0.0088	44.7515
7378	Kx Qx T- 6x	9.4293	10.5366	3.7037	0.0	0.0	0.0044	44.7559
7379	A- Q- 5- 5-	9.4291	6.954	1.3865	6.2109	3.725	0.0044	44.7604
7380	Ax K- 8- 7x	9.4286	11.5625	2.9751	0.5148	0.5367	0.0088	44.7692
7381	K- J- 4x 3x	9.4286	6.289	2.5678	5.0371	5.3879	0.0088	44.7781
7382	Kx Ty 8y 6x	9.4276	11.9964	3.4878	0.0020	0.0047	0.0044	44.7825
7383	Jx Tx 5- 2x	9.4271	7.5123	3.1783	4.034	4.2462	0.0044	44.787
7384	Jx Tx T- 2x	9.427	11.5221	1.8269	0.0	0.0	0.0044	44.7914
7385	6x 5x 3x 3-	9.4266	7.7318	1.5604	6.498	4.2923	0.0044	44.7958
7386	Qx Jx T- 6x	9.4262	10.4363	4.2179	0.0	0.0	0.0044	44.8003
7387	Qx 7y 4x 3y	9.426	7.9051	1.6697	5.0222	5.3682	0.0044	44.8047
7388	8x 4y 3x 3y	9.4251	7.3172	0.8459	6.8728	4.4471	0.0044	44.8091
7389	Kx Jx 5x 2x	9.4249	7.4979	2.4363	4.1121	4.2076	0.0014	44.8106
7390	A- Qx Tx 8x	9.424	10.6253	3.948	0.0287	0.0218	0.0044	44.815
7391	Kx 5- 5- 3x	9.4238	9.4503	0.9394	4.7425	3.1357	0.0044	44.8195
7392	Kx Tx 5- 3x	9.4236	8.4297	2.7414	3.3127	3.6999	0.0044	44.8239
7393	J- 9x 4x 2x	9.4235	5.8804	1.9515	6.2087	6.2802	0.0044	44.8283
7394	Qx Q- 8x 5-	9.423	11.9066	0.9382	0.0050	0.0054	0.0088	44.8372
7395	Kx 9y 5y 4x	9.423	9.8411	2.1467	2.594	3.2384	0.0044	44.8416
7396	Tx 7x 4y 2y	9.423	6.636	1.8547	6.1281	6.1627	0.0044	44.8461
7397	8x 7- 3x 2-	9.4225	5.0502	1.8529	7.8857	7.6311	0.0088	44.8549
7398	A- Tx 9x 9-	9.4224	11.6565	2.0857	0.0	0.0	0.0088	44.8638
7399	9x 8y 4y 2x	9.4221	6.7377	2.099	5.9497	5.9425	0.0044	44.8682
7400	Kx Jy 9x 3y	9.4208	11.6292	2.7437	0.0	0.0	0.0044	44.8726
7401	K- Qx 5x 3x	9.4193	8.1006	2.7927	3.3143	3.7319	0.0044	44.8771
7402	Kx Jy 9y 2x	9.4182	11.5365	2.7145	0.0	0.0	0.0044	44.8815
7403	Kx 6- 5x 2x	9.4181	7.6546	1.9944	5.288	5.3169	0.0044	44.8859
7404	Jx Ty 9x 6y	9.4179	11.3968	4.121	0.0	0.0	0.0044	44.8904
7405	Kx Tx T- 6x	9.4176	11.7117	1.4211	0.0	0.0	0.0044	44.8948
7406	Q- 7- 3x 2x	9.4174	4.3212	0.9449	8.4758	8.0571	0.0088	44.9037
7407	Kx 6x 5- 2x	9.4173	7.6505	1.973	5.293	5.3981	0.0044	44.9081
7408	Jx Tx T- 3x	9.416	11.5129	1.8679	0.0	0.0	0.0044	44.9125
7409	Ax Jx Tx 7x	9.4157	10.3735	3.875	0.5088	0.5461	0.0014	44.914
7410	Kx Ty 7x 6y	9.4157	11.911	3.6295	0.056	0.1025	0.0044	44.9184
7411	Ax K- 8x 7-	9.4149	11.5366	2.9928	0.5247	0.5316	0.0088	44.9273
7412	Qx 9x 4- 3-	9.4146	7.2341	1.866	5.0446	5.3465	0.0088	44.9362
7413	Jx Ty 9y 6x	9.4144	11.3341	4.1254	0.0	0.0	0.0044	44.9406
7414	9- 6x 4- 2x	9.4137	5.3132	2.0631	7.5393	7.182	0.0088	44.9495
7415	K- Qx 5x 4-	9.4136	8.8394	3.0899	2.6047	3.1716	0.0088	44.9583
7416	Qx Jx T- 2-	9.4135	10.514	4.2445	0.0	0.0	0.0088	44.9672
7417	Qx Jy 9x 5y	9.4131	11.4124	3.3452	0.0	0.0	0.0044	44.9716
7418	Kx J- Tx 6x	9.4128	10.5868	3.8339	0.0	0.0	0.0044	44.976
7419	Ax Q- 8x 8-	9.4128	12.7948	1.2671	0.0296	0.0161	0.0088	44.9849
7420	Kx Jx T- 6x	9.4125	10.5233	3.8866	0.0	0.0	0.0044	44.9893
7421	8- 7x 3x 2x	9.4124	5.1359	1.8018	7.8927	7.5183	0.0044	44.9938
7422	Kx Qx 5x 4-	9.4121	8.931	3.0706	2.678	3.1698	0.0044	44.9982
7423	Q- Q- T- 7-	9.412	11.0565	1.9419	0.0	0.0	0.0044	45.0026
